demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
47,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,0,1,0,0,0,0
47,0,1,1,0,0,0,0
47,0,1,1,0,0,0,0
47,0,1,2,0,0,0,0
47,0,1,2,0,0,0,0
47,0,1,2,0,0,0,0
47,0,1,3,0,0,0,0
47,0,1,3,0,0,0,0
47,0,1,3,0,0,0,0
47,0,1,3,0,0,0,0
47,0,1,3,0,0,0,0
47,0,1,4,0,0,0,0
47,0,1,4,0,0,0,0
47,0,1,4,0,0,0,0
47,0,1,4,0,0,0,0
47,0,1,4,0,0,0,0
47,0,2,4,0,0,0,0
47,0,2,4,0,0,0,0
47,0,2,4,0,0,0,0
47,0,2,5,0,0,0,0
47,0,2,5,0,0,0,0
47,1,3,5,0,0,0,0
47,1,3,5,0,0,0,0
47,1,3,5,0,0,0,0
47,1,3,5,0,0,0,0
47,1,5,5,0,0,0,0
47,3,7,5,0,0,0,0
47,3,7,5,0,0,0,0
47,3,7,5,0,0,0,0
47,4,7,5,0,0,0,0
47,4,7,5,0,0,0,0
47,4,7,5,0,0,0,0
47,4,7,5,0,0,0,0
47,4,7,5,0,0,0,0
47,4,7,6,0,0,0,0
47,4,8,6,0,0,0,0
47,4,9,6,0,0,0,0
47,4,9,6,0,0,0,0
47,6,11,6,0,0,0,0
47,6,11,7,0,0,0,0
47,6,11,7,0,0,0,0
47,6,11,7,0,0,0,0
47,6,11,8,0,0,0,0
47,6,11,8,0,0,0,0
47,6,11,8,0,0,0,0
47,7,11,8,0,0,0,0
47,8,11,8,0,0,0,0
47,8,11,8,0,0,0,0
47,10,11,8,0,0,0,0
47,10,11,8,0,0,0,0
47,10,11,8,0,0,0,0
47,10,11,8,0,0,0,0
47,11,11,9,0,0,0,0
47,11,11,9,0,0,0,0
47,11,11,9,0,0,0,0
47,11,11,10,0,0,0,0
47,11,12,10,0,0,0,0
47,11,12,10,0,0,0,0
47,11,12,10,0,0,0,0
47,11,12,10,0,0,0,0
47,11,12,10,0,0,0,0
47,11,12,10,0,0,0,0
47,12,12,11,0,0,0,0
47,12,12,11,0,0,0,0
47,12,12,12,0,0,0,0
47,12,12,12,0,0,0,0
47,12,12,12,0,0,0,0
47,12,12,12,0,0,0,0
47,12,12,12,0,0,0,0
47,12,12,14,0,0,0,0
47,12,12,14,0,0,0,0
47,12,12,14,0,0,0,0
47,12,12,14,0,0,0,0
47,12,12,15,0,0,0,0
47,12,12,15,0,0,0,0
47,12,12,15,0,0,0,0
47,12,12,15,0,0,0,0
47,12,12,16,0,0,0,0
47,12,12,16,0,0,0,0
47,13,13,16,0,0,0,0
47,13,13,17,0,0,0,0
47,13,13,18,0,0,0,0
47,13,13,18,0,0,0,0
47,13,13,18,0,0,0,0
47,13,13,19,0,0,0,0
47,14,14,19,0,0,0,0
47,14,14,19,0,0,0,0
47,14,14,19,0,0,0,0
47,14,14,19,0,0,0,0
47,14,14,19,0,0,0,0
47,15,14,19,0,0,0,0
47,15,14,20,0,0,0,0
47,15,14,20,0,0,0,0
47,15,14,20,0,0,0,0
47,15,14,20,0,0,0,0
47,15,14,20,0,0,0,0
47,15,14,20,0,0,0,0
47,15,14,20,1,0,0,0
47,16,15,20,1,0,0,0
47,16,15,20,1,0,0,0
47,17,15,20,1,0,0,0
47,17,15,21,1,0,0,0
47,17,15,21,2,0,0,0
47,17,15,21,2,0,0,0
47,17,15,21,2,0,0,0
47,17,15,21,2,0,0,0
47,17,15,21,2,0,0,0
