0.0001,1,0,0,1,0,0,0,0
0.0002,5,0,0,5,0,0,0,0
0.0003,6,0,0,5,1,0,0,0
0.0004,11,0,0,11,0,0,0,0
0.0005,15,0,0,15,0,0,0,0
0.0006,10,0,0,10,0,0,0,0
0.0007,17,0,1,16,0,0,0,0
0.0008,19,1,0,16,2,0,0,0
0.0009,15,0,0,15,0,0,0,0
0.001,18,0,0,18,0,0,0,0
0.0011,32,1,1,30,0,0,0,0
0.0012,30,0,0,28,2,0,0,0
0.0013,15,0,0,13,2,0,0,0
0.0014,35,1,0,34,0,0,0,0
0.0015,30,1,0,27,2,0,0,0
0.0016,28,1,0,25,2,0,0,0
0.0017,36,2,0,33,1,0,0,0
0.0018,27,1,0,26,0,0,0,0
0.0019,38,0,4,33,1,0,0,0
0.002,49,2,1,46,0,0,0,0
0.0021,41,1,0,38,2,0,0,0
0.0022,39,1,0,38,0,0,0,0
0.0023,53,2,1,50,0,0,0,0
0.0024,52,1,2,49,0,0,0,0
0.0025,43,1,0,40,2,0,0,0
0.0026,41,0,1,39,1,0,0,0
0.0027,56,3,4,47,2,0,0,0
0.0028,56,2,3,51,0,0,0,0
0.0029,63,3,3,57,0,0,0,0
0.003,61,3,1,55,2,0,0,0
0.0031,80,7,4,69,0,0,0,0
0.0032,66,4,4,55,3,0,0,0
0.0033,75,3,7,65,0,0,0,0
0.0034,80,7,0,73,0,0,0,0
0.0035,76,6,5,65,1,0,0,0
0.0036,88,3,1,83,2,0,0,0
0.0037,73,3,4,65,1,0,0,0
0.0038,83,5,3,73,2,0,0,0
0.0039,84,4,6,74,0,0,0,0
0.004,82,6,1,75,0,0,0,0
0.0041,107,11,6,91,0,0,0,0
0.0042,78,8,1,68,1,0,0,0
0.0043,84,4,1,78,1,0,0,0
0.0044,84,18,1,64,1,0,0,0
0.0045,96,13,7,75,1,0,0,0
0.0046,107,5,4,96,2,0,0,0
0.0047,91,3,2,85,1,0,0,0
0.0048,111,11,9,88,3,0,0,0
0.0049,99,4,1,94,0,0,0,0
0.005,130,15,4,109,3,0,0,0
0.0051,95,3,4,86,2,0,0,0
0.0052,115,5,9,102,0,0,0,0
0.0053,117,17,0,96,4,0,0,0
0.0054,115,8,3,99,6,0,0,0
0.0055,95,5,7,81,2,0,0,0
0.0056,134,13,7,110,6,0,0,0
0.0057,129,16,7,100,6,0,0,0
0.0058,118,14,6,99,2,0,0,0
0.0059,133,16,8,107,4,0,0,0
0.006,138,17,6,116,0,0,0,0
0.0061,125,3,5,111,6,0,0,0
0.0062,151,10,7,131,3,0,0,0
0.0063,130,6,6,116,2,0,0,0
0.0064,109,12,4,91,2,0,0,0
0.0065,140,13,3,125,0,0,0,0
0.0066,151,24,5,118,5,0,0,0
0.0067,150,27,14,106,3,0,0,0
0.0068,144,4,14,126,2,0,0,0
0.0069,131,12,9,109,2,0,0,0
0.007,162,22,9,130,2,0,0,0
0.0071,152,26,7,115,5,0,0,0
0.0072,188,17,15,154,2,0,0,0
0.0073,171,19,7,142,4,0,0,0
0.0074,154,21,9,123,2,0,0,0
0.0075,154,18,9,127,1,0,0,0
0.0076,158,19,15,123,2,0,0,0
0.0077,175,21,16,137,4,0,0,0
0.0078,178,30,12,132,5,0,0,0
0.0079,170,19,12,134,4,0,0,0
0.008,190,21,16,152,3,0,0,0
0.0081,189,20,13,155,3,0,0,0
0.0082,163,18,12,133,3,0,0,0
0.0083,171,26,10,132,5,0,0,0
0.0084,168,26,8,132,4,0,0,0
0.0085,189,24,10,150,6,0,0,0
0.0086,207,36,14,154,6,0,0,0
0.0087,200,23,21,148,8,0,0,0
0.0088,197,23,9,163,4,0,0,0
0.0089,158,15,14,123,6,0,0,0
0.009,186,19,18,148,3,0,0,0
0.0091,212,31,18,159,7,0,0,0
0.0092,184,38,21,130,0,0,0,0
0.0093,201,25,27,149,2,0,0,0
0.0094,209,48,6,150,6,0,0,0
0.0095,204,22,13,170,2,0,0,0
0.0096,190,26,14,150,1,0,0,0
0.0097,189,27,12,145,8,0,0,0
0.0098,207,25,23,157,4,0,0,0
0.0099,190,23,21,147,2,0,0,0
0.01,182,14,21,141,7,0,0,0
