0.001,21,0,0,21,0,0,0,0
0.002,42,0,2,38,2,0,0,0
0.003,69,6,5,58,1,0,0,0
0.004,86,6,5,74,2,0,0,0
0.005,106,7,12,87,1,0,0,0
0.006,134,10,7,114,4,0,0,0
0.007,154,18,9,122,6,0,0,0
0.008,171,25,11,133,5,0,0,0
0.009,178,28,16,129,7,0,0,0
0.01,224,35,29,162,4,0,0,0
0.011,231,30,22,178,3,0,0,0
0.012,256,29,18,202,9,0,0,0
0.013,298,48,35,213,7,0,0,0
0.014,312,67,29,213,7,0,0,0
0.015,333,54,35,244,8,0,0,0
0.016,363,65,44,253,10,0,0,0
0.017,359,66,49,237,13,0,0,0
0.018,385,75,69,248,11,0,0,0
0.019,355,94,54,210,6,0,0,0
0.02,404,85,71,255,10,0,0,0
0.021,468,117,75,281,15,0,0,0
0.022,469,108,91,274,8,0,0,0
0.023,505,122,99,292,10,0,0,0
0.024,545,131,103,322,8,0,0,0
0.025,537,149,92,314,8,0,0,0
0.026,573,166,101,323,10,0,0,0
0.027,578,132,109,350,11,0,0,0
0.028,625,160,114,365,14,0,0,0
0.029,625,180,125,340,13,0,0,0
0.03,625,148,105,372,16,0,0,0
0.031,691,168,150,401,5,0,0,0
0.032,700,254,137,329,18,0,0,0
0.033,752,193,164,416,19,0,0,0
0.034,720,272,107,361,12,0,0,0
0.035,751,207,196,380,14,0,0,0
0.036,741,210,150,393,17,0,0,0
0.037,813,278,184,399,16,0,0,0
0.038,811,262,203,397,15,0,0,0
0.039,904,381,179,391,15,0,0,0
0.04,833,355,157,371,18,0,0,0
0.041,861,339,182,385,20,0,0,0
0.042,942,331,237,434,15,0,0,0
0.043,875,277,205,431,11,0,0,0
0.044,937,309,224,446,27,0,0,0
0.045,1031,335,272,483,21,0,0,0
0.046,1019,371,254,463,15,0,0,0
0.047,1004,346,248,469,20,0,0,0
0.048,1006,330,283,450,25,0,0,0
0.049,1009,434,212,422,14,0,0,0
0.05,1057,377,252,482,23,0,0,0
0.051,1173,429,292,508,36,0,0,0
0.052,1124,397,267,521,22,0,0,0
0.053,1114,390,334,477,19,0,0,0
0.054,1164,468,305,496,27,0,0,0
0.055,1211,510,322,463,29,0,0,0
0.056,1254,454,352,525,31,0,0,0
0.057,1244,466,356,499,38,0,0,0
0.058,1265,490,351,526,18,0,0,0
0.059,1323,536,349,553,23,0,0,0
0.06,1282,476,348,535,24,0,0,0
0.061,1358,510,410,546,25,0,0,0
0.062,1306,527,368,523,24,0,0,0
0.063,1368,502,419,561,26,0,0,0
0.064,1358,535,416,519,25,0,0,0
0.065,1368,510,430,534,22,0,0,0
0.066,1394,518,420,583,27,0,0,0
0.067,1555,627,483,594,26,0,0,0
0.068,1461,600,465,531,21,0,0,0
0.069,1470,599,457,538,30,0,0,0
0.07,1565,659,486,557,32,0,0,0
0.071,1532,606,496,591,32,0,0,0
0.072,1510,568,488,590,27,0,0,0
0.073,1587,598,558,619,27,0,0,0
0.074,1583,673,475,582,30,0,0,0
0.075,1610,680,481,586,40,0,0,0
0.076,1672,692,532,607,38,0,0,0
0.077,1630,694,534,568,27,0,0,0
0.078,1680,703,562,596,36,0,0,0
0.079,1734,733,549,635,24,0,0,0
0.08,1723,697,561,626,31,0,0,0
0.081,1738,720,593,602,39,0,0,0
0.082,1774,782,563,620,33,0,0,0
0.083,1869,797,634,656,33,0,0,0
0.084,1805,723,631,618,46,0,0,0
0.085,1876,790,611,667,47,0,0,0
0.086,1861,799,621,622,39,0,0,0
0.087,1947,878,654,629,42,0,0,0
0.088,1981,912,626,642,45,0,0,0
0.089,1906,873,640,590,45,0,0,0
0.09,1852,863,603,571,28,0,0,0
0.091,1907,828,595,680,40,0,0,0
0.092,1973,868,691,640,43,0,0,0
0.093,2020,926,692,632,45,0,0,0
0.094,2075,996,740,598,28,0,0,0
0.095,1953,809,696,670,33,0,0,0
0.096,2042,906,716,662,42,0,0,0
0.097,2087,936,690,676,40,0,0,0
0.098,2129,897,796,712,42,0,0,0
0.099,2241,988,775,710,43,0,0,0
0.1,2148,921,735,707,42,0,0,0
